Date,USD_VND,Price,Change %,Lag_1,Lag_5,ROC_5,Volatility_1_Week,DXY,US_Bond_10Y,US_Fed_Rate,VN_CPI,Month,DayOfWeek
2022-01-10,22695.0,22695.0,0.04,22685.0,22825.0,-0.5695509309967095,33.612497675716696,115.2216,1.78,,,1,0
2022-01-11,22698.0,22698.0,0.01,22695.0,22752.0,-0.2373417721519,31.965606517006115,114.8332,1.75,,,1,1
2022-01-12,22698.0,22698.0,0.0,22698.0,22755.0,-0.2504943968358653,23.42434630891644,114.355,1.74,,,1,2
2022-01-13,22710.0,22710.0,0.05,22698.0,22745.0,-0.15387997362057426,8.927485648269265,114.177,1.7,,,1,3
2022-01-14,22710.0,22710.0,0.0,22710.0,22685.0,0.11020498126514955,7.224956747278779,114.3825,1.78,,,1,4
2022-01-17,22720.0,22720.0,0.04,22710.0,22695.0,0.11015642211940069,9.33809402394539,114.3825,1.78,,,1,0
2022-01-18,22750.0,22750.0,0.13,22720.0,22698.0,0.22909507445589838,19.71801207018743,114.7373,1.87,,,1,1
2022-01-19,22700.0,22700.0,-0.22,22750.0,22698.0,0.008811349017534553,19.235384061673063,114.6109,1.83,,,1,2
2022-01-20,22645.0,22645.0,-0.24,22700.0,22710.0,-0.2862175253192434,38.4057287393439,114.4642,1.83,,,1,3
2022-01-21,22625.0,22625.0,-0.09,22645.0,22710.0,-0.37428445618670203,52.03364296299142,114.6125,1.75,,,1,4
2022-01-24,22675.0,22675.0,0.22,22625.0,22720.0,-0.1980633802816878,48.91318840558307,115.2034,1.75,,,1,0
2022-01-25,22630.0,22630.0,-0.2,22675.0,22750.0,-0.5274725274725278,31.81980515339568,115.1654,1.78,,,1,1
2022-01-26,22630.0,22630.0,0.0,22630.0,22700.0,-0.3083700440528636,20.432816741704173,115.0922,1.85,,,1,2
2022-01-27,22630.0,22630.0,0.0,22630.0,22645.0,-0.06623978803267372,20.796634343087018,115.978,1.81,,,1,3
2022-01-28,22645.0,22645.0,0.07,22630.0,22625.0,0.08839779005525017,19.557607215609643,116.0393,1.78,,,1,4
2022-01-31,22645.0,22645.0,0.0,22645.0,22675.0,-0.13230429988975168,8.215838362581533,115.566,1.79,,,1,0
2022-02-01,22645.0,22645.0,0.0,22645.0,22630.0,0.06628369421122215,8.215838362581533,115.3685,1.81,0.08,,2,1
2022-02-02,22645.0,22645.0,0.0,22645.0,22630.0,0.06628369421122215,6.7082039325043175,115.1538,1.78,0.08,,2,2
2022-02-03,22645.0,22645.0,0.0,22645.0,22630.0,0.06628369421122215,0.0,114.9065,1.82,0.08,,2,3
2022-02-04,22645.0,22645.0,0.0,22645.0,22645.0,0.0,0.0,115.1362,1.93,0.08,,2,4
2022-02-07,22665.0,22665.0,0.09,22645.0,22645.0,0.0883197173769057,8.94427191000287,115.0098,1.92,0.08,,2,0
2022-02-08,22715.0,22715.0,0.22,22665.0,22645.0,0.3091190108191588,30.331501776207297,115.0892,1.96,0.08,,2,1
2022-02-09,22680.0,22680.0,-0.15,22715.0,22645.0,0.15455950540959051,29.154759474227642,114.8232,1.94,0.08,,2,2
2022-02-10,22680.0,22680.0,0.0,22680.0,22645.0,0.15455950540959051,25.641762809917466,114.5527,2.03,0.08,,2,3
2022-02-11,22685.0,22685.0,0.02,22680.0,22645.0,0.1766394347538114,18.371173070875642,114.8413,1.92,0.08,,2,4
2022-02-14,22725.0,22725.0,0.18,22685.0,22665.0,0.2647253474520106,21.38924963620899,115.1946,1.98,0.08,,2,0
2022-02-15,22750.0,22750.0,0.11,22725.0,22715.0,0.15408320493066618,31.898275815474204,114.93,2.05,0.08,,2,1
2022-02-16,22750.0,22750.0,0.0,22750.0,22680.0,0.30864197530864335,34.02205167240898,114.6886,2.03,0.08,,2,2
2022-02-17,22785.0,22785.0,0.15,22750.0,22680.0,0.4629629629629539,36.97972417420209,114.6755,1.97,0.08,,2,3
2022-02-18,22820.0,22820.0,0.15,22785.0,22685.0,0.5951068988318209,36.97972417420209,114.7982,1.92,0.08,,2,4
2022-02-21,22800.0,22800.0,-0.09,22820.0,22725.0,0.3300330033003229,30.90307428072596,114.7982,1.92,0.08,,2,0
2022-02-22,22815.0,22815.0,0.07,22800.0,22750.0,0.28571428571428914,28.151376520519673,114.7002,1.94,0.08,,2,1
2022-02-23,22825.0,22825.0,0.04,22815.0,22750.0,0.3296703296703285,16.355427233798157,114.6668,1.99,0.08,,2,2
2022-02-24,22840.0,22840.0,0.07,22825.0,22785.0,0.24138687733157305,14.577379737115528,115.9419,1.96,0.08,,2,3
2022-02-25,22820.0,22820.0,-0.09,22840.0,22820.0,0.0,14.577379737115528,115.2577,1.97,0.08,,2,4
2022-02-28,22805.0,22805.0,-0.07,22820.0,22800.0,0.02192982456139525,12.94217910554735,115.2224,1.83,0.08,,2,0
2022-03-01,22815.0,22815.0,0.04,22805.0,22815.0,0.0,12.94217910554735,115.7962,1.72,0.2,,3,1
2022-03-02,22840.0,22840.0,0.11,22815.0,22825.0,0.0657174151150075,15.572411502399568,115.7623,1.86,0.2,,3,2
2022-03-03,22835.0,22835.0,-0.02,22840.0,22840.0,-0.02189141856392407,14.404860290890237,115.9495,1.86,0.2,,3,3
2022-03-04,22830.0,22830.0,-0.02,22835.0,22820.0,0.04382120946537782,14.577379737115528,116.6503,1.74,0.2,,3,4
2022-03-07,22845.0,22845.0,0.07,22830.0,22805.0,0.17540013155010747,11.510864433224222,117.3278,1.78,0.2,,3,0
2022-03-08,22845.0,22845.0,0.0,22845.0,22815.0,0.13149243918475495,6.519202405207741,117.6176,1.86,0.2,,3,1
2022-03-09,22835.0,22835.0,-0.04,22845.0,22840.0,-0.02189141856392407,6.7082039325043175,116.5961,1.94,0.2,,3,2
2022-03-10,22835.0,22835.0,0.0,22835.0,22835.0,0.0,6.7082039325043175,116.7401,1.98,0.2,,3,3
2022-03-11,22873.0,22873.0,0.17,22835.0,22830.0,0.18834866403854011,15.58204094462848,117.0192,2.0,0.2,,3,4
2022-03-14,22890.0,22890.0,0.07,22873.0,22845.0,0.1969796454366346,24.7345911629866,117.1506,2.14,0.2,,3,0
2022-03-15,22880.0,22880.0,-0.04,22890.0,22845.0,0.1532063908951553,25.90945773265252,117.246,2.15,0.2,,3,1
2022-03-16,22879.0,22879.0,0.0,22880.0,22835.0,0.19268666520690925,21.24382263153495,116.8073,2.19,0.2,,3,2
2022-03-17,22865.0,22865.0,-0.06,22879.0,22835.0,0.13137727173198055,9.235799911220775,116.0467,2.2,0.2,,3,3
2022-03-18,22860.0,22860.0,-0.02,22865.0,22873.0,-0.05683557032308828,12.1531888819396,116.1378,2.14,0.2,,3,4
2022-03-21,22860.0,22860.0,0.0,22860.0,22890.0,-0.1310615989515096,9.984988733098042,115.9398,2.32,0.2,,3,0
2022-03-22,22870.0,22870.0,0.04,22860.0,22880.0,-0.04370629370629153,7.981227975699794,116.0824,2.38,0.2,,3,1
2022-03-23,22872.0,22872.0,0.01,22870.0,22879.0,-0.03059574282092692,5.5497747702125055,116.005,2.32,0.2,,3,2
2022-03-24,22869.0,22869.0,-0.01,22872.0,22865.0,0.017493986442151943,5.761944116362675,115.9599,2.34,0.2,,3,3
2022-03-25,22861.0,22861.0,-0.03,22869.0,22860.0,0.004374453193345396,5.504543577817101,115.7921,2.48,0.2,,3,4
2022-03-28,22860.0,22860.0,0.0,22861.0,22860.0,0.0,5.504543577817101,116.1911,2.46,0.2,,3,0
2022-03-29,22865.0,22865.0,0.02,22860.0,22870.0,-0.021862702229991093,5.1283525619919414,115.5679,2.41,0.2,,3,1
2022-03-30,22854.0,22854.0,-0.05,22865.0,22872.0,-0.07869884575025798,5.6302753041117395,115.0818,2.35,0.2,,3,2
2022-03-31,22838.0,22838.0,-0.07,22854.0,22869.0,-0.13555468100923118,10.597169433394981,115.2218,2.32,0.2,,3,3
2022-04-01,22837.0,22837.0,0.0,22838.0,22861.0,-0.10498228423952982,12.755391017137628,115.4814,2.39,0.33,,4,4
2022-04-04,22846.0,22846.0,0.04,22837.0,22860.0,-0.061242344706913254,11.726039399561696,115.4112,2.42,0.33,,4,0
2022-04-05,22873.0,22873.0,0.12,22846.0,22865.0,0.03498797288432609,14.774978849395483,115.73,2.54,0.33,,4,1
2022-04-06,22866.0,22866.0,-0.03,22873.0,22854.0,0.05250721974272565,16.537835408543703,115.9995,2.61,0.33,,4,2
2022-04-07,22859.0,22859.0,-0.03,22866.0,22838.0,0.09195200980820495,14.652644812458986,116.3512,2.66,0.33,,4,3
2022-04-08,22860.0,22860.0,0.0,22859.0,22837.0,0.10071375399571814,9.984988733097133,116.4176,2.72,0.33,,4,4
2022-04-11,22860.0,22860.0,0.0,22860.0,22846.0,0.06127987393853562,5.941380311011777,116.5401,2.79,0.33,,4,0
2022-04-12,22888.0,22888.0,0.12,22860.0,22873.0,0.06557950421894887,12.280065146410415,116.3866,2.72,0.33,,4,1
2022-04-13,22887.0,22887.0,0.0,22888.0,22866.0,0.0918394122277677,15.254507530565771,116.2796,2.7,0.33,,4,2
2022-04-14,22900.0,22900.0,0.06,22887.0,22859.0,0.17936042696531374,18.083141320027625,116.7558,2.83,0.33,,4,3
2022-04-15,22899.0,22899.0,0.0,22900.0,22860.0,0.17060367454069247,16.14620698492662,116.7017,2.83,0.33,,4,4
2022-04-18,22890.0,22890.0,-0.04,22899.0,22860.0,0.1312335958005173,6.220932406006251,116.8441,2.85,0.33,,4,0
2022-04-19,22955.0,22955.0,0.28,22890.0,22888.0,0.2927298147500812,27.85139134765243,117.1324,2.93,0.33,,4,1
2022-04-20,22962.0,22962.0,0.03,22955.0,22887.0,0.3276969458644752,34.36131545794013,116.7306,2.85,0.33,,4,2
2022-04-21,22962.0,22962.0,0.0,22962.0,22900.0,0.2707423580786017,35.9485743806355,117.1432,2.9,0.33,,4,3
2022-04-22,22965.0,22965.0,0.01,22962.0,22899.0,0.2882221931088669,31.964042297558407,118.0186,2.9,0.33,,4,4
2022-04-25,22983.0,22983.0,0.08,22965.0,22890.0,0.4062909567496664,10.502380682498037,118.6271,2.81,0.33,,4,0
2022-04-26,22970.0,22970.0,-0.06,22983.0,22955.0,0.06534524068830816,8.792041856139136,118.9624,2.77,0.33,,4,1
2022-04-27,22965.0,22965.0,-0.02,22970.0,22962.0,0.013065064018813466,8.336666000272507,119.4708,2.82,0.33,,4,2
2022-04-28,22956.0,22956.0,-0.04,22965.0,22962.0,-0.026130128037626932,9.884331034526156,120.0675,2.85,0.33,,4,3
2022-04-29,22962.0,22962.0,0.03,22956.0,22965.0,-0.01306335728281649,10.183319694485622,119.4933,2.89,0.33,,4,4
2022-05-02,22962.0,22962.0,0.0,22962.0,22983.0,-0.09137188356611592,5.099019513602818,119.8825,2.99,0.33,,5,0
2022-05-03,22962.0,22962.0,0.0,22962.0,22970.0,-0.03482803656943423,3.2863353450465222,119.7043,2.97,0.33,,5,1
2022-05-04,22966.0,22966.0,0.02,22962.0,22965.0,0.004354452427612898,3.5777087640144334,119.5592,2.93,0.33,,5,2
2022-05-05,22955.0,22955.0,-0.05,22966.0,22956.0,-0.004356159609686383,3.974921382884338,120.0068,3.05,0.33,,5,3
2022-05-06,22955.0,22955.0,0.0,22955.0,22962.0,-0.03048514937723512,4.847679857427821,119.8577,3.12,0.33,,5,4
2022-05-09,22950.0,22950.0,-0.02,22955.0,22962.0,-0.052260256075253864,6.348228099250054,120.4972,3.05,0.33,,5,0
2022-05-10,22941.0,22941.0,-0.04,22950.0,22962.0,-0.09145544813169426,9.071934744039531,120.7742,2.99,0.33,,5,1
2022-05-11,23050.0,23050.0,0.48,22941.0,22966.0,0.3657580771575297,44.97443718380586,120.3925,2.91,0.33,,5,2
2022-05-12,23096.0,23096.0,0.2,23050.0,22955.0,0.6142452624700478,70.19472914685298,121.2796,2.84,0.33,,5,3
2022-05-13,23086.0,23086.0,-0.04,23096.0,22955.0,0.5706817686778498,74.27516408598542,120.8442,2.93,0.33,,5,4
2022-05-16,23095.0,23095.0,0.04,23086.0,22950.0,0.6318082788671076,65.67571849626094,120.6881,2.88,0.33,,5,0
2022-05-17,23120.0,23120.0,0.11,23095.0,22941.0,0.7802624122749569,25.373214222879792,119.8871,2.98,0.33,,5,1
2022-05-18,23139.0,23139.0,0.08,23120.0,23050.0,0.38611713665943626,21.787611158640686,120.0274,2.89,0.33,,5,2
2022-05-19,23140.0,23140.0,0.0,23139.0,23096.0,0.19050917907863507,24.809272460113007,119.4278,2.84,0.33,,5,3
2022-05-20,23160.0,23160.0,0.09,23140.0,23086.0,0.32054058736896707,24.509181952895293,119.3677,2.78,0.33,,5,4
2022-05-23,23170.0,23170.0,0.04,23160.0,23095.0,0.3247456159341855,19.575494885191073,118.7169,2.86,0.33,,5,0
2022-05-24,23210.0,23210.0,0.17,23170.0,23120.0,0.38927335640137617,29.02068228005948,118.6245,2.76,0.33,,5,1
2022-05-25,23190.0,23190.0,-0.09,23210.0,23139.0,0.2204071048878431,27.018512172215626,118.9598,2.75,0.33,,5,2
2022-05-26,23205.0,23205.0,0.06,23190.0,23140.0,0.2808988764045006,21.67948338868258,118.7687,2.75,0.33,,5,3
2022-05-27,23195.0,23195.0,-0.04,23205.0,23160.0,0.1511226252158826,15.572411502402701,118.2834,2.74,0.33,,5,4
2022-05-30,23176.0,23176.0,-0.08,23195.0,23170.0,0.025895554596466752,13.33041634759276,118.2834,2.74,0.33,,5,0
2022-05-31,23185.0,23185.0,0.04,23176.0,23210.0,-0.10771219302024848,10.848963084100381,118.0704,2.85,0.33,,5,1
2022-06-01,23196.0,23196.0,0.05,23185.0,23190.0,0.02587322121603286,11.148990985742643,118.6954,2.94,1.21,,6,2
2022-06-02,23193.0,23193.0,-0.01,23196.0,23205.0,-0.051712992889463294,8.45576726265434,118.0658,2.92,1.21,,6,3
2022-06-03,23187.0,23187.0,-0.03,23193.0,23195.0,-0.03449019185168822,7.765307463338273,118.2153,2.96,1.21,,6,4
2022-06-06,23180.0,23180.0,-0.03,23187.0,23176.0,0.017259233690025688,6.379655163108251,118.3081,3.04,1.21,,6,0
2022-06-07,23185.0,23185.0,0.02,23180.0,23185.0,0.0,6.379655163108251,118.4414,2.98,1.21,,6,1
2022-06-08,23187.0,23187.0,0.01,23185.0,23196.0,-0.038799793067767485,4.669047011990269,118.3951,3.03,1.21,,6,2
2022-06-09,23155.0,23155.0,-0.14,23187.0,23193.0,-0.16384253869702325,13.608820668969551,118.9226,3.04,1.21,,6,3
2022-06-10,23177.0,23177.0,0.1,23155.0,23187.0,-0.04312761461163772,12.814054783719751,119.9981,3.15,1.21,,6,4
2022-06-13,23195.0,23195.0,0.08,23177.0,23180.0,0.0647109577221805,15.270887335062548,121.1523,3.43,1.21,,6,0
2022-06-14,23210.0,23210.0,0.06,23195.0,23185.0,0.10782833728704144,20.5718253930024,121.6669,3.49,1.21,,6,1
2022-06-15,23230.0,23230.0,0.09,23210.0,23187.0,0.1854487428300411,28.98792852206175,121.6403,3.33,1.21,,6,2
2022-06-16,23232.0,23232.0,0.01,23230.0,23155.0,0.3325415676959542,23.402991261805592,120.6714,3.28,1.21,,6,3
2022-06-17,23220.0,23220.0,-0.05,23232.0,23177.0,0.18552875695732052,15.290519938842989,121.2369,3.25,1.21,,6,4
2022-06-20,23230.0,23230.0,0.04,23220.0,23195.0,0.15089458935115818,9.316651759089329,121.2369,3.25,1.21,,6,0
2022-06-21,23226.0,23226.0,-0.02,23230.0,23210.0,0.06893580353295459,4.774934554539467,120.6427,3.31,1.21,,6,1
2022-06-22,23235.0,23235.0,0.04,23226.0,23230.0,0.021523891519592553,5.813776741511221,120.5197,3.16,1.21,,6,2
2022-06-23,23244.0,23244.0,0.04,23235.0,23232.0,0.051652892561993013,9.110433579151724,120.7622,3.09,1.21,,6,3
2022-06-24,23247.0,23247.0,0.01,23244.0,23220.0,0.11627906976743319,8.96102672689522,120.4853,3.13,1.21,,6,4
2022-06-27,23245.0,23245.0,-0.01,23247.0,23230.0,0.06457167455875545,8.792041856140417,120.1736,3.2,1.21,,6,0
2022-06-28,23255.0,23255.0,0.04,23245.0,23226.0,0.12486007061052184,7.155417528007481,120.62,3.2,1.21,,6,1
2022-06-29,23265.0,23265.0,0.04,23255.0,23235.0,0.12911555842478606,8.843076387779947,120.9616,3.1,1.21,,6,2
2022-06-30,23255.0,23255.0,-0.04,23265.0,23244.0,0.047324040612628515,7.924645102470449,120.9652,2.98,1.21,,6,3
2022-07-01,23300.0,23300.0,0.19,23255.0,23247.0,0.22798640684820182,21.330729007704026,121.5058,2.88,1.68,,7,4
2022-07-04,23335.0,23335.0,0.15,23300.0,23245.0,0.38718003871800466,34.92849839314748,121.5058,2.88,1.68,,7,0
2022-07-05,23360.0,23360.0,0.11,23335.0,23255.0,0.45151580305311523,44.805133634440885,122.6203,2.82,1.68,,7,1
2022-07-06,23373.0,23373.0,0.06,23360.0,23265.0,0.464216634429393,47.83617877715702,123.0073,2.93,1.68,,7,2
2022-07-07,23350.0,23350.0,-0.1,23373.0,23255.0,0.4085142980004397,28.05886669130032,122.7257,3.01,1.68,,7,3
2022-07-08,23355.0,23355.0,0.02,23350.0,23300.0,0.23605150214591752,13.903237033158232,122.4662,3.09,1.68,,7,4
2022-07-11,23347.0,23347.0,-0.03,23355.0,23335.0,0.05142489822156371,10.222524150139801,123.2974,2.99,1.68,,7,0
2022-07-12,23389.0,23389.0,0.18,23347.0,23360.0,0.12414383561643039,17.782013384321736,123.4524,2.96,1.68,,7,1
2022-07-13,23388.0,23388.0,0.0,23389.0,23373.0,0.06417661404183317,20.92128103152864,123.2834,2.91,1.68,,7,2
2022-07-14,23415.0,23415.0,0.12,23388.0,23350.0,0.2783725910064261,27.73445510552194,124.0622,2.96,1.68,,7,3
2022-07-15,23450.0,23450.0,0.15,23415.0,23355.0,0.4067651466495459,37.996052426538064,123.4765,2.93,1.68,,7,4
2022-07-18,23440.0,23440.0,-0.04,23450.0,23347.0,0.39833811624618853,28.48332845719106,122.7727,2.96,1.68,,7,0
2022-07-19,23412.0,23412.0,-0.12,23440.0,23389.0,0.09833682500319796,24.535688292775028,122.4819,3.01,1.68,,7,1
2022-07-20,23410.0,23410.0,-0.01,23412.0,23388.0,0.09406533264921801,18.324846520509375,122.5997,3.04,1.68,,7,2
2022-07-21,23410.0,23410.0,0.0,23410.0,23415.0,-0.021353833013026957,19.15202339180449,122.9032,2.91,1.68,,7,3
2022-07-22,23400.0,23400.0,-0.04,23410.0,23450.0,-0.2132196162046962,15.059880477621482,122.451,2.77,1.68,,7,4
2022-07-25,23385.0,23385.0,-0.06,23400.0,23440.0,-0.23464163822525252,11.304866208861768,122.4594,2.81,1.68,,7,0
2022-07-26,23370.0,23370.0,-0.06,23385.0,23412.0,-0.17939518195797532,17.320508075696523,122.7581,2.81,1.68,,7,1
2022-07-27,23375.0,23375.0,0.02,23370.0,23410.0,-0.14950875694147436,16.8077363139796,122.8169,2.78,1.68,,7,2
2022-07-28,23358.0,23358.0,-0.07,23375.0,23410.0,-0.22212729602734127,15.852444606440345,122.1161,2.68,1.68,,7,3
2022-07-29,23335.0,23335.0,-0.1,23358.0,23400.0,-0.2777777777777768,19.191143790827997,121.7678,2.67,1.68,,7,4
2022-08-01,23355.0,23355.0,0.09,23335.0,23385.0,-0.12828736369467908,15.565988564823792,121.4109,2.6,2.33,,8,0
2022-08-02,23353.0,23353.0,-0.01,23355.0,23370.0,-0.07274283269148585,14.254823744972098,121.9486,2.75,2.33,,8,1
2022-08-03,23394.0,23394.0,0.18,23353.0,23375.0,0.08128342245989906,21.529050141616207,122.3888,2.73,2.33,,8,2
2022-08-04,23393.0,23393.0,0.0,23394.0,23358.0,0.14984159602706715,26.286878856194107,121.8333,2.68,2.33,,8,3
2022-08-05,23385.0,23385.0,-0.03,23393.0,23335.0,0.21427040925647844,20.396078054376652,122.321,2.83,2.33,,8,4
2022-08-08,23388.0,23388.0,0.01,23385.0,23355.0,0.141297366730897,16.949926253533594,121.8783,2.77,2.33,,8,0
2022-08-09,23385.0,23385.0,-0.01,23388.0,23353.0,0.1370273626514873,4.301162633549304,121.8614,2.8,2.33,,8,1
2022-08-10,23385.0,23385.0,0.0,23385.0,23394.0,-0.03847140292382312,3.4928498393491365,120.7543,2.78,2.33,,8,2
2022-08-11,23390.0,23390.0,0.02,23385.0,23393.0,-0.01282434916427544,2.3021728866972944,120.7163,2.87,2.33,,8,3
2022-08-12,23392.0,23392.0,0.01,23390.0,23385.0,0.029933718195418457,3.082207001524213,121.018,2.84,2.33,,8,4
2022-08-15,23400.0,23400.0,0.03,23392.0,23388.0,0.05130836326321386,6.188699378725753,121.4315,2.79,2.33,,8,0
2022-08-16,23403.0,23403.0,0.01,23400.0,23385.0,0.076972418216803,7.382411530132824,121.6807,2.82,2.33,,8,1
2022-08-17,23401.0,23401.0,-0.01,23403.0,23385.0,0.06841992730381996,5.805170109500427,122.0711,2.89,2.33,,8,2
2022-08-18,23401.0,23401.0,0.0,23401.0,23390.0,0.047028644719970814,4.277849927268935,122.3627,2.88,2.33,,8,3
2022-08-19,23400.0,23400.0,0.0,23401.0,23392.0,0.034199726402195374,1.224744871486085,123.0501,2.98,2.33,,8,4
2022-08-22,23410.0,23410.0,0.04,23400.0,23400.0,0.04273504273504258,4.062019202346471,123.605,3.03,2.33,,8,0
2022-08-23,23430.0,23430.0,0.09,23410.0,23403.0,0.1153698243814949,12.739701723361566,123.0547,3.05,2.33,,8,1
2022-08-24,23425.0,23425.0,-0.02,23430.0,23401.0,0.10255971967010336,13.736811857203826,123.109,3.11,2.33,,8,2
2022-08-25,23423.0,23423.0,-0.01,23425.0,23401.0,0.09401307636425216,12.300406497356715,123.0586,3.03,2.33,,8,3
2022-08-26,23412.0,23412.0,-0.05,23423.0,23400.0,0.05128205128204222,8.63133825082897,123.0656,3.04,2.33,,8,4
2022-08-29,23430.0,23430.0,0.08,23412.0,23410.0,0.08543357539512186,7.382411530131823,123.4686,3.12,2.33,,8,0
2022-08-30,23415.0,23415.0,-0.06,23430.0,23430.0,-0.0640204865556937,7.382411530131823,123.6848,3.11,2.33,,8,1
2022-08-31,23450.0,23450.0,0.15,23415.0,23425.0,0.10672358591248265,15.149257407550486,123.535,3.15,2.33,,8,2
2022-09-01,23450.0,23450.0,0.0,23450.0,23423.0,0.11527131451991579,18.297540818378156,124.4006,3.26,2.56,,9,3
2022-09-02,23450.0,23450.0,0.0,23450.0,23412.0,0.16230992653341048,15.968719422677761,123.7743,3.2,2.56,,9,4
2022-09-05,23505.0,23505.0,0.23,23450.0,23430.0,0.3201024327784907,32.28776858192907,123.7743,3.2,2.56,,9,0
2022-09-06,23520.0,23520.0,0.06,23505.0,23415.0,0.4484304932735439,34.64101615138052,124.767,3.33,2.56,,9,1
2022-09-07,23580.0,23580.0,0.26,23520.0,23450.0,0.5543710021322035,54.35991169970943,124.8408,3.27,2.56,,9,2
2022-09-08,23542.0,23542.0,-0.16,23580.0,23450.0,0.3923240938166206,47.977077860163554,124.578,3.29,2.56,,9,3
2022-09-09,23515.0,23515.0,-0.11,23542.0,23450.0,0.27718550106610174,29.85464787935326,123.7874,3.33,2.56,,9,4
2022-09-12,23520.0,23520.0,0.02,23515.0,23505.0,0.06381620931716903,27.033312782568224,123.3332,3.37,2.56,,9,0
2022-09-13,23553.0,23553.0,0.14,23520.0,23520.0,0.14030612244897434,26.353367906211904,124.4242,3.42,2.56,,9,1
2022-09-14,23590.0,23590.0,0.16,23553.0,23580.0,0.042408821034767286,30.074906483647787,124.4509,3.41,2.56,,9,2
2022-09-15,23620.0,23620.0,0.13,23590.0,23542.0,0.3313227423328513,45.202876014698305,124.8843,3.45,2.56,,9,3
2022-09-16,23650.0,23650.0,0.13,23620.0,23515.0,0.5741016372528218,51.747463705965686,124.8794,3.45,2.56,,9,4
2022-09-19,23670.0,23670.0,0.08,23650.0,23520.0,0.6377551020408267,46.72044520336135,125.0104,3.49,2.56,,9,0
2022-09-20,23670.0,23670.0,0.0,23670.0,23553.0,0.4967520061138764,34.64101615138216,125.1248,3.57,2.56,,9,1
2022-09-21,23690.0,23690.0,0.08,23670.0,23590.0,0.4239084357778644,26.45751311065195,125.7399,3.51,2.56,,9,2
2022-09-22,23700.0,23700.0,0.04,23690.0,23620.0,0.3386960203217715,19.493588689626126,126.1667,3.7,2.56,,9,3
2022-09-23,23700.0,23700.0,0.0,23700.0,23650.0,0.21141649048626032,15.16575088811364,127.2853,3.69,2.56,,9,4
2022-09-26,23715.0,23715.0,0.06,23700.0,23670.0,0.19011406844107182,16.58312395178664,128.4539,3.88,2.56,,9,0
2022-09-27,23730.0,23730.0,0.06,23715.0,23670.0,0.25348542458809575,15.65247584250874,128.4386,3.97,2.56,,9,1
2022-09-28,23730.0,23730.0,0.0,23730.0,23690.0,0.16884761502744539,15.000000000010656,128.0884,3.72,2.56,,9,2
2022-09-29,23820.0,23820.0,0.38,23730.0,23700.0,0.5063291139240533,46.957427527498986,127.5437,3.76,2.56,,9,3
2022-09-30,23855.0,23855.0,0.15,23820.0,23700.0,0.6540084388185763,63.14665470157797,127.5148,3.83,2.56,,9,4
2022-10-03,23880.0,23880.0,0.1,23855.0,23715.0,0.6957621758380661,69.96427659884951,127.0813,3.67,2.56,,10,0
2022-10-04,23875.0,23875.0,-0.02,23880.0,23730.0,0.6110408765276132,61.704943075902115,126.1819,3.62,2.56,,10,1
2022-10-05,23865.0,23865.0,-0.04,23875.0,23730.0,0.568900126422256,23.82225849914991,126.8616,3.76,2.56,,10,2
2022-10-06,23870.0,23870.0,0.02,23865.0,23820.0,0.2099076406381295,9.617692030852316,127.2493,3.83,2.56,,10,3
2022-10-07,23875.0,23875.0,0.02,23870.0,23855.0,0.08383986585620562,5.7008771255237685,127.3111,3.89,2.56,,10,4
2022-10-10,23870.0,23870.0,-0.02,23875.0,23880.0,-0.041876046901168085,4.183300132708642,127.3111,3.89,2.56,,10,0
2022-10-11,23925.0,23925.0,0.23,23870.0,23875.0,0.20942408376962707,24.849547279584797,127.6641,3.93,2.56,,10,1
2022-10-12,23945.0,23945.0,0.08,23925.0,23865.0,0.33521893987009665,35.4612464529988,128.1481,3.91,2.56,,10,2
2022-10-13,24120.0,24120.0,0.73,23945.0,23870.0,1.047339757017185,101.89455333824434,127.7286,3.97,2.56,,10,3
2022-10-14,24110.0,24110.0,-0.04,24120.0,23875.0,0.9842931937172672,113.87493139405319,128.3325,4.0,2.56,,10,4
2022-10-17,24310.0,24310.0,0.83,24110.0,23870.0,1.8433179723502224,156.22899858861132,127.6448,4.02,2.56,,10,0
2022-10-18,24430.0,24430.0,0.49,24310.0,23925.0,2.1107628004179757,189.12958520548898,127.9153,4.01,2.56,,10,1
2022-10-19,24450.0,24450.0,0.08,24430.0,23945.0,2.1089997911881486,163.3401359127643,128.3968,4.14,2.56,,10,2
2022-10-20,24530.0,24530.0,0.33,24450.0,24120.0,1.6998341625207303,163.3401359127643,128.0052,4.24,2.56,,10,3
2022-10-21,24820.0,24820.0,1.18,24530.0,24110.0,2.9448361675653345,191.36352839556528,127.6735,4.21,2.56,,10,4
2022-10-24,24830.0,24830.0,0.04,24820.0,24310.0,2.1390374331550888,198.04039991880526,128.0304,4.25,2.56,,10,0
2022-10-25,24840.0,24840.0,0.04,24830.0,24430.0,1.678264428980758,188.49403173575635,127.3771,4.1,2.56,,10,1
2022-10-26,24830.0,24830.0,-0.04,24840.0,24450.0,1.5541922290388532,134.35028842544523,126.4723,4.04,2.56,,10,2
2022-10-27,24830.0,24830.0,0.0,24830.0,24530.0,1.2229922543823823,7.0710678118881125,126.7028,3.96,2.56,,10,3
2022-10-28,24820.0,24820.0,-0.04,24830.0,24820.0,0.0,7.0710678118881125,127.2135,4.02,2.56,,10,4
